iso_code,continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,total_deaths_per_million,total_vaccinations
MYS,Asia,Malaysia,2020-07-05,8663,5,121,0,264.308,3.692,
MYS,Asia,Malaysia,2020-07-06,8668,5,121,0,264.46,3.692,
MYS,Asia,Malaysia,2020-07-07,8674,6,121,0,264.643,3.692,
MYS,Asia,Malaysia,2020-07-08,8677,3,121,0,264.735,3.692,
MYS,Asia,Malaysia,2020-07-09,8689,12,121,0,265.101,3.692,
MYS,Asia,Malaysia,2020-07-10,8697,8,121,0,265.345,3.692,
MYS,Asia,Malaysia,2020-07-11,8706,9,122,1,265.62,3.722,
MYS,Asia,Malaysia,2020-07-12,8718,12,122,0,265.986,3.722,
MYS,Asia,Malaysia,2020-07-13,8725,7,122,0,266.199,3.722,
MYS,Asia,Malaysia,2020-07-14,8729,4,122,0,266.321,3.722,
MYS,Asia,Malaysia,2020-07-15,8734,5,122,0,266.474,3.722,
MYS,Asia,Malaysia,2020-07-16,8737,3,122,0,266.565,3.722,
MYS,Asia,Malaysia,2020-07-17,8755,18,122,0,267.115,3.722,
MYS,Asia,Malaysia,2020-07-18,8764,9,122,0,267.389,3.722,
MYS,Asia,Malaysia,2020-07-19,8779,15,123,1,267.847,3.753,
MYS,Asia,Malaysia,2020-07-20,8800,21,123,0,268.488,3.753,
MYS,Asia,Malaysia,2020-07-21,8815,15,123,0,268.945,3.753,
MYS,Asia,Malaysia,2020-07-22,8831,16,123,0,269.433,3.753,
MYS,Asia,Malaysia,2020-07-23,8840,9,123,0,269.708,3.753,
MYS,Asia,Malaysia,2020-07-24,8861,21,123,0,270.349,3.753,
MYS,Asia,Malaysia,2020-07-25,8884,23,123,0,271.05,3.753,
MYS,Asia,Malaysia,2020-07-26,8897,13,124,1,271.447,3.783,
MYS,Asia,Malaysia,2020-07-27,8904,7,124,0,271.661,3.783,
MYS,Asia,Malaysia,2020-07-28,8943,39,124,0,272.85,3.783,
MYS,Asia,Malaysia,2020-07-29,8956,13,124,0,273.247,3.783,
MYS,Asia,Malaysia,2020-07-30,8964,8,124,0,273.491,3.783,
MYS,Asia,Malaysia,2020-07-31,8976,12,125,1,273.857,3.814,
MYS,Asia,Malaysia,2020-08-01,8985,9,125,0,274.132,3.814,
MYS,Asia,Malaysia,2020-08-02,8999,14,125,0,274.559,3.814,
MYS,Asia,Malaysia,2020-08-03,9001,2,125,0,274.62,3.814,
MYS,Asia,Malaysia,2020-08-04,9002,1,125,0,274.651,3.814,
MYS,Asia,Malaysia,2020-08-05,9023,21,125,0,275.291,3.814,
MYS,Asia,Malaysia,2020-08-06,9038,15,125,0,275.749,3.814,
MYS,Asia,Malaysia,2020-08-07,9063,25,125,0,276.512,3.814,
MYS,Asia,Malaysia,2020-08-08,9070,7,125,0,276.725,3.814,
MYS,Asia,Malaysia,2020-08-09,9083,13,125,0,277.122,3.814,
MYS,Asia,Malaysia,2020-08-10,9094,11,125,0,277.457,3.814,
MYS,Asia,Malaysia,2020-08-11,9103,9,125,0,277.732,3.814,
MYS,Asia,Malaysia,2020-08-12,9115,12,125,0,278.098,3.814,
MYS,Asia,Malaysia,2020-08-13,9130,15,125,0,278.556,3.814,
MYS,Asia,Malaysia,2020-08-14,9149,19,125,0,279.136,3.814,
MYS,Asia,Malaysia,2020-08-15,9175,26,125,0,279.929,3.814,
MYS,Asia,Malaysia,2020-08-16,9200,25,125,0,280.692,3.814,
MYS,Asia,Malaysia,2020-08-17,9215,15,125,0,281.149,3.814,
MYS,Asia,Malaysia,2020-08-18,9219,4,125,0,281.271,3.814,
MYS,Asia,Malaysia,2020-08-19,9235,16,125,0,281.759,3.814,
MYS,Asia,Malaysia,2020-08-20,9240,5,125,0,281.912,3.814,
MYS,Asia,Malaysia,2020-08-21,9249,9,125,0,282.187,3.814,
MYS,Asia,Malaysia,2020-08-22,9257,8,125,0,282.431,3.814,
MYS,Asia,Malaysia,2020-08-23,9267,10,125,0,282.736,3.814,
MYS,Asia,Malaysia,2020-08-24,9274,7,125,0,282.949,3.814,
MYS,Asia,Malaysia,2020-08-25,9285,11,125,0,283.285,3.814,
MYS,Asia,Malaysia,2020-08-26,9291,6,125,0,283.468,3.814,
MYS,Asia,Malaysia,2020-08-27,9296,5,125,0,283.62,3.814,
MYS,Asia,Malaysia,2020-08-28,9306,10,125,0,283.926,3.814,
MYS,Asia,Malaysia,2020-08-29,9317,11,126,1,284.261,3.844,
MYS,Asia,Malaysia,2020-08-30,9334,17,127,1,284.78,3.875,
MYS,Asia,Malaysia,2020-08-31,9340,6,127,0,284.963,3.875,
MYS,Asia,Malaysia,2020-09-01,9354,14,128,1,285.39,3.905,
MYS,Asia,Malaysia,2020-09-02,9360,6,128,0,285.573,3.905,
MYS,Asia,Malaysia,2020-09-03,9374,14,128,0,286,3.905,
MYS,Asia,Malaysia,2020-09-04,9385,11,128,0,286.336,3.905,
MYS,Asia,Malaysia,2020-09-05,9391,6,128,0,286.519,3.905,
MYS,Asia,Malaysia,2020-09-06,9397,6,128,0,286.702,3.905,
MYS,Asia,Malaysia,2020-09-07,9459,62,128,0,288.594,3.905,
MYS,Asia,Malaysia,2020-09-08,9559,100,128,0,291.645,3.905,
MYS,Asia,Malaysia,2020-09-09,9583,24,128,0,292.377,3.905,
MYS,Asia,Malaysia,2020-09-10,9628,45,128,0,293.75,3.905,
MYS,Asia,Malaysia,2020-09-11,9810,182,128,0,299.303,3.905,
MYS,Asia,Malaysia,2020-09-12,9868,58,128,0,301.072,3.905,
MYS,Asia,Malaysia,2020-09-13,9915,47,128,0,302.506,3.905,
MYS,Asia,Malaysia,2020-09-14,9946,31,128,0,303.452,3.905,
MYS,Asia,Malaysia,2020-09-15,9969,23,128,0,304.154,3.905,
MYS,Asia,Malaysia,2020-09-16,10031,62,128,0,306.045,3.905,
MYS,Asia,Malaysia,2020-09-17,10052,21,128,0,306.686,3.905,
MYS,Asia,Malaysia,2020-09-18,10147,95,129,1,309.584,3.936,
MYS,Asia,Malaysia,2020-09-19,10167,20,130,1,310.195,3.966,
MYS,Asia,Malaysia,2020-09-20,10219,52,130,0,311.781,3.966,
MYS,Asia,Malaysia,2020-09-21,10276,57,130,0,313.52,3.966,
MYS,Asia,Malaysia,2020-09-22,10358,82,130,0,316.022,3.966,
MYS,Asia,Malaysia,2020-09-23,10505,147,133,3,320.507,4.058,
MYS,Asia,Malaysia,2020-09-24,10576,71,133,0,322.673,4.058,
MYS,Asia,Malaysia,2020-09-25,10687,111,133,0,326.06,4.058,
MYS,Asia,Malaysia,2020-09-26,10769,82,133,0,328.562,4.058,
MYS,Asia,Malaysia,2020-09-27,10919,150,134,1,333.138,4.088,
MYS,Asia,Malaysia,2020-09-28,11034,115,134,0,336.647,4.088,
MYS,Asia,Malaysia,2020-09-29,11135,101,134,0,339.728,4.088,
MYS,Asia,Malaysia,2020-09-30,11224,89,136,2,342.444,4.149,
MYS,Asia,Malaysia,2020-10-01,11484,260,136,0,350.376,4.149,
MYS,Asia,Malaysia,2020-10-02,11771,287,136,0,359.133,4.149,
MYS,Asia,Malaysia,2020-10-03,12088,317,138,2,368.804,4.21,
MYS,Asia,Malaysia,2020-10-04,12381,293,138,0,377.744,4.21,
MYS,Asia,Malaysia,2020-10-05,12813,432,138,0,390.924,4.21,
MYS,Asia,Malaysia,2020-10-06,13504,691,142,4,412.006,4.332,
MYS,Asia,Malaysia,2020-10-07,13993,489,145,3,426.926,4.424,
MYS,Asia,Malaysia,2020-10-08,14368,375,148,3,438.367,4.515,
MYS,Asia,Malaysia,2020-10-09,14722,354,152,4,449.167,4.638,
MYS,Asia,Malaysia,2020-10-10,15096,374,155,3,460.578,4.729,
MYS,Asia,Malaysia,2020-10-11,15657,561,157,2,477.694,4.79,
MYS,Asia,Malaysia,2020-10-12,16220,563,159,2,494.871,4.851,
MYS,Asia,Malaysia,2020-10-13,16880,660,163,4,515.008,4.973,
MYS,Asia,Malaysia,2020-10-14,17540,660,167,4,535.144,5.095,
MYS,Asia,Malaysia,2020-10-15,18129,589,170,3,553.115,5.187,
MYS,Asia,Malaysia,2020-10-16,18758,629,176,6,572.306,5.37,
MYS,Asia,Malaysia,2020-10-17,19627,869,180,4,598.819,5.492,
MYS,Asia,Malaysia,2020-10-18,20498,871,187,7,625.393,5.705,
MYS,Asia,Malaysia,2020-10-19,21363,865,190,3,651.784,5.797,
MYS,Asia,Malaysia,2020-10-20,22225,862,193,3,678.084,5.888,
MYS,Asia,Malaysia,2020-10-21,22957,732,199,6,700.417,6.071,
MYS,Asia,Malaysia,2020-10-22,23804,847,204,5,726.259,6.224,
MYS,Asia,Malaysia,2020-10-23,24514,710,214,10,747.921,6.529,
MYS,Asia,Malaysia,2020-10-24,25742,1228,221,7,785.387,6.743,
MYS,Asia,Malaysia,2020-10-25,26565,823,229,8,810.497,6.987,
MYS,Asia,Malaysia,2020-10-26,27805,1240,236,7,848.329,7.2,
MYS,Asia,Malaysia,2020-10-27,28640,835,238,2,873.805,7.261,
MYS,Asia,Malaysia,2020-10-28,29441,801,246,8,898.243,7.505,
MYS,Asia,Malaysia,2020-10-29,30090,649,246,0,918.044,7.505,
MYS,Asia,Malaysia,2020-10-30,30889,799,249,3,942.422,7.597,
MYS,Asia,Malaysia,2020-10-31,31548,659,249,0,962.528,7.597,
MYS,Asia,Malaysia,2020-11-01,32505,957,249,0,991.726,7.597,
MYS,Asia,Malaysia,2020-11-02,33339,834,251,2,1017.171,7.658,
MYS,Asia,Malaysia,2020-11-03,34393,1054,263,12,1049.329,8.024,
MYS,Asia,Malaysia,2020-11-04,35425,1032,271,8,1080.815,8.268,
MYS,Asia,Malaysia,2020-11-05,36434,1009,277,6,1111.599,8.451,
MYS,Asia,Malaysia,2020-11-06,38189,1755,279,2,1165.144,8.512,
MYS,Asia,Malaysia,2020-11-07,39357,1168,282,3,1200.78,8.604,
MYS,Asia,Malaysia,2020-11-08,40209,852,286,4,1226.774,8.726,
MYS,Asia,Malaysia,2020-11-09,41181,972,294,8,1256.43,8.97,
MYS,Asia,Malaysia,2020-11-10,42050,869,300,6,1282.943,9.153,
MYS,Asia,Malaysia,2020-11-11,42872,822,302,2,1308.022,9.214,
MYS,Asia,Malaysia,2020-11-12,43791,919,303,1,1336.061,9.245,
MYS,Asia,Malaysia,2020-11-13,45095,1304,304,1,1375.846,9.275,
MYS,Asia,Malaysia,2020-11-14,46209,1114,306,2,1409.834,9.336,
MYS,Asia,Malaysia,2020-11-15,47417,1208,309,3,1446.69,9.428,
MYS,Asia,Malaysia,2020-11-16,48520,1103,313,4,1480.343,9.55,
MYS,Asia,Malaysia,2020-11-17,49730,1210,318,5,1517.26,9.702,
MYS,Asia,Malaysia,2020-11-18,50390,660,322,4,1537.396,9.824,
MYS,Asia,Malaysia,2020-11-19,51680,1290,326,4,1576.754,9.946,
MYS,Asia,Malaysia,2020-11-20,52638,958,329,3,1605.983,10.038,
MYS,Asia,Malaysia,2020-11-21,53679,1041,332,3,1637.743,10.129,
MYS,Asia,Malaysia,2020-11-22,54775,1096,335,3,1671.182,10.221,
MYS,Asia,Malaysia,2020-11-23,56659,1884,337,2,1728.663,10.282,
MYS,Asia,Malaysia,2020-11-24,58847,2188,341,4,1795.419,10.404,
MYS,Asia,Malaysia,2020-11-25,59817,970,345,4,1825.014,10.526,
MYS,Asia,Malaysia,2020-11-26,60752,935,348,3,1853.54,10.617,
MYS,Asia,Malaysia,2020-11-27,61861,1109,350,2,1887.376,10.678,
MYS,Asia,Malaysia,2020-11-28,63176,1315,354,4,1927.496,10.801,
MYS,Asia,Malaysia,2020-11-29,64485,1309,357,3,1967.434,10.892,
MYS,Asia,Malaysia,2020-11-30,65697,1212,360,3,2004.412,10.984,
MYS,Asia,Malaysia,2020-12-01,67169,1472,363,3,2049.323,11.075,
MYS,Asia,Malaysia,2020-12-02,68020,851,365,2,2075.287,11.136,
MYS,Asia,Malaysia,2020-12-03,69095,1075,376,11,2108.085,11.472,
MYS,Asia,Malaysia,2020-12-04,70236,1141,376,0,2142.897,11.472,
MYS,Asia,Malaysia,2020-12-05,71359,1123,380,4,2177.159,11.594,
MYS,Asia,Malaysia,2020-12-06,72694,1335,382,2,2217.89,11.655,
MYS,Asia,Malaysia,2020-12-07,74294,1600,384,2,2266.706,11.716,
MYS,Asia,Malaysia,2020-12-08,75306,1012,388,4,2297.582,11.838,
MYS,Asia,Malaysia,2020-12-09,76265,959,393,5,2326.841,11.99,
MYS,Asia,Malaysia,2020-12-10,78499,2234,396,3,2395,12.082,
MYS,Asia,Malaysia,2020-12-11,80309,1810,402,6,2450.223,12.265,
MYS,Asia,Malaysia,2020-12-12,82246,1937,411,9,2509.321,12.54,
MYS,Asia,Malaysia,2020-12-13,83475,1229,415,4,2546.818,12.662,
MYS,Asia,Malaysia,2020-12-14,84846,1371,419,4,2588.647,12.784,
MYS,Asia,Malaysia,2020-12-15,86618,1772,422,3,2642.711,12.875,
MYS,Asia,Malaysia,2020-12-16,87913,1295,429,7,2682.221,13.089,
MYS,Asia,Malaysia,2020-12-17,89133,1220,432,3,2719.443,13.18,
MYS,Asia,Malaysia,2020-12-18,90816,1683,432,0,2770.791,13.18,
MYS,Asia,Malaysia,2020-12-19,91969,1153,433,1,2805.969,13.211,
MYS,Asia,Malaysia,2020-12-20,93309,1340,437,4,2846.853,13.333,
MYS,Asia,Malaysia,2020-12-21,95327,2018,438,1,2908.422,13.363,
MYS,Asia,Malaysia,2020-12-22,97389,2062,439,1,2971.333,13.394,
MYS,Asia,Malaysia,2020-12-23,98737,1348,444,5,3012.461,13.546,
MYS,Asia,Malaysia,2020-12-24,100318,1581,446,2,3060.697,13.607,
MYS,Asia,Malaysia,2020-12-25,101565,1247,449,3,3098.743,13.699,
MYS,Asia,Malaysia,2020-12-26,103900,2335,451,2,3169.984,13.76,
MYS,Asia,Malaysia,2020-12-27,105096,1196,452,1,3206.473,13.79,
MYS,Asia,Malaysia,2020-12-28,106692,1596,455,3,3255.167,13.882,
MYS,Asia,Malaysia,2020-12-29,108615,1923,457,2,3313.838,13.943,
MYS,Asia,Malaysia,2020-12-30,110485,1870,463,6,3370.892,14.126,
MYS,Asia,Malaysia,2020-12-31,113010,2525,471,8,3447.929,14.37,
MYS,Asia,Malaysia,2021-01-01,115078,2068,474,3,3511.024,14.462,
MYS,Asia,Malaysia,2021-01-02,117373,2295,483,9,3581.044,14.736,
MYS,Asia,Malaysia,2021-01-03,119077,1704,494,11,3633.033,15.072,
MYS,Asia,Malaysia,2021-01-04,120818,1741,501,7,3686.151,15.285,
MYS,Asia,Malaysia,2021-01-05,122845,2027,509,8,3747.995,15.53,
MYS,Asia,Malaysia,2021-01-06,125438,2593,513,4,3827.107,15.652,
MYS,Asia,Malaysia,2021-01-07,128848,3410,521,8,3931.146,15.896,
MYS,Asia,Malaysia,2021-01-08,131108,2260,537,16,4000.098,16.384,
MYS,Asia,Malaysia,2021-01-09,133559,2451,542,5,4074.878,16.536,
MYS,Asia,Malaysia,2021-01-10,135992,2433,551,9,4149.109,16.811,
MYS,Asia,Malaysia,2021-01-11,138224,2232,555,4,4217.207,16.933,
MYS,Asia,Malaysia,2021-01-12,141533,3309,559,4,4318.164,17.055,
MYS,Asia,Malaysia,2021-01-13,144518,2985,563,4,4409.237,17.177,
MYS,Asia,Malaysia,2021-01-14,147855,3337,578,15,4511.048,17.635,
MYS,Asia,Malaysia,2021-01-15,151066,3211,586,8,4609.016,17.879,
MYS,Asia,Malaysia,2021-01-16,155095,4029,594,8,4731.94,18.123,
MYS,Asia,Malaysia,2021-01-17,158434,3339,601,7,4833.813,18.336,
MYS,Asia,Malaysia,2021-01-18,161740,3306,605,4,4934.679,18.459,
MYS,Asia,Malaysia,2021-01-19,165371,3631,619,14,5045.461,18.886,
MYS,Asia,Malaysia,2021-01-20,169379,4008,630,11,5167.744,19.221,
MYS,Asia,Malaysia,2021-01-21,172549,3170,642,12,5264.461,19.587,
MYS,Asia,Malaysia,2021-01-22,176180,3631,660,18,5375.243,20.137,
MYS,Asia,Malaysia,2021-01-23,180455,4275,667,7,5505.673,20.35,
MYS,Asia,Malaysia,2021-01-24,183801,3346,678,11,5607.759,20.686,
MYS,Asia,Malaysia,2021-01-25,186849,3048,689,11,5700.753,21.021,
MYS,Asia,Malaysia,2021-01-26,190434,3585,700,11,5810.131,21.357,
MYS,Asia,Malaysia,2021-01-27,194114,3680,707,7,5922.408,21.571,
MYS,Asia,Malaysia,2021-01-28,198208,4094,717,10,6047.316,21.876,
MYS,Asia,Malaysia,2021-01-29,203933,5725,733,16,6221.985,22.364,
MYS,Asia,Malaysia,2021-01-30,209661,5728,746,13,6396.746,22.76,
MYS,Asia,Malaysia,2021-01-31,214959,5298,760,14,6558.388,23.188,
MYS,Asia,Malaysia,2021-02-01,219173,4214,770,10,6686.957,23.493,
MYS,Asia,Malaysia,2021-02-02,222628,3455,791,21,6792.369,24.133,
MYS,Asia,Malaysia,2021-02-03,226912,4284,809,18,6923.073,24.683,
MYS,Asia,Malaysia,2021-02-04,231483,4571,826,17,7062.534,25.201,
MYS,Asia,Malaysia,2021-02-05,234874,3391,845,19,7165.993,25.781,
MYS,Asia,Malaysia,2021-02-06,238721,3847,857,12,7283.365,26.147,
MYS,Asia,Malaysia,2021-02-07,242452,3731,872,15,7397.198,26.605,
MYS,Asia,Malaysia,2021-02-08,245552,3100,896,24,7491.779,27.337,
MYS,Asia,Malaysia,2021-02-09,248316,2764,909,13,7576.108,27.734,
MYS,Asia,Malaysia,2021-02-10,251604,3288,923,14,7676.425,28.161,
MYS,Asia,Malaysia,2021-02-11,254988,3384,936,13,7779.671,28.557,
MYS,Asia,Malaysia,2021-02-12,258306,3318,953,17,7880.903,29.076,
MYS,Asia,Malaysia,2021-02-13,261805,3499,958,5,7987.657,29.229,
MYS,Asia,Malaysia,2021-02-14,264269,2464,965,7,8062.833,29.442,
MYS,Asia,Malaysia,2021-02-15,266445,2176,975,10,8129.223,29.747,
MYS,Asia,Malaysia,2021-02-16,269165,2720,983,8,8212.21,29.991,
MYS,Asia,Malaysia,2021-02-17,272163,2998,1005,22,8303.679,30.662,
MYS,Asia,Malaysia,2021-02-18,274875,2712,1030,25,8386.422,31.425,
MYS,Asia,Malaysia,2021-02-19,277811,2936,1043,13,8475.999,31.822,
MYS,Asia,Malaysia,2021-02-20,280272,2461,1051,8,8551.084,32.066,
MYS,Asia,Malaysia,2021-02-21,283569,3297,1056,5,8651.675,32.219,
MYS,Asia,Malaysia,2021-02-22,285761,2192,1062,6,8718.553,32.402,
MYS,Asia,Malaysia,2021-02-23,288229,2468,1076,14,8793.852,32.829,
MYS,Asia,Malaysia,2021-02-24,291774,3545,1088,12,8902.01,33.195,60
MYS,Asia,Malaysia,2021-02-25,293698,1924,1100,12,8960.711,33.561,1205
MYS,Asia,Malaysia,2021-02-26,295951,2253,1111,11,9029.45,33.897,5301
MYS,Asia,Malaysia,2021-02-27,298315,2364,1121,10,9101.575,34.202,12017
MYS,Asia,Malaysia,2021-02-28,300752,2437,1130,9,9175.928,34.476,18721
MYS,Asia,Malaysia,2021-03-01,302580,1828,1135,5,9231.7,34.629,34093
MYS,Asia,Malaysia,2021-03-02,304135,1555,1141,6,9279.143,34.812,55749
MYS,Asia,Malaysia,2021-03-03,305880,1745,1148,7,9332.383,35.025,78413
MYS,Asia,Malaysia,2021-03-04,307943,2063,1153,5,9395.325,35.178,97954
MYS,Asia,Malaysia,2021-03-05,310097,2154,1159,6,9461.043,35.361,112267
MYS,Asia,Malaysia,2021-03-06,311777,1680,1166,7,9512.3,35.575,127997
MYS,Asia,Malaysia,2021-03-07,313460,1683,1169,3,9563.648,35.666,140483
MYS,Asia,Malaysia,2021-03-08,314989,1529,1177,8,9610.298,35.91,167453
MYS,Asia,Malaysia,2021-03-09,316269,1280,1186,9,9649.351,36.185,197413
MYS,Asia,Malaysia,2021-03-10,317717,1448,1191,5,9693.529,36.337,226109
MYS,Asia,Malaysia,2021-03-11,319364,1647,1200,9,9743.779,36.612,252577
MYS,Asia,Malaysia,2021-03-12,320939,1575,1203,3,9791.832,36.703,278608
MYS,Asia,Malaysia,2021-03-13,322409,1470,1206,3,9836.682,36.795,295372
MYS,Asia,Malaysia,2021-03-14,323763,1354,1210,4,9877.992,36.917,305343
MYS,Asia,Malaysia,2021-03-15,324971,1208,1213,3,9914.848,37.009,325588
MYS,Asia,Malaysia,2021-03-16,326034,1063,1218,5,9947.28,37.161,351044
MYS,Asia,Malaysia,2021-03-17,327253,1219,1220,2,9984.472,37.222,371886
MYS,Asia,Malaysia,2021-03-18,328466,1213,1223,3,10021.481,37.314,389980
MYS,Asia,Malaysia,2021-03-19,330042,1576,1225,2,10069.564,37.375,404481
MYS,Asia,Malaysia,2021-03-20,331713,1671,1229,4,10120.546,37.497,418246
MYS,Asia,Malaysia,2021-03-21,333040,1327,1233,4,10161.033,37.619,433738
MYS,Asia,Malaysia,2021-03-22,334156,1116,1238,5,10195.082,37.771,457977
MYS,Asia,Malaysia,2021-03-23,335540,1384,1244,6,10237.308,37.954,487098
MYS,Asia,Malaysia,2021-03-24,336808,1268,1246,2,10275.995,38.015,516129
MYS,Asia,Malaysia,2021-03-25,338168,1360,1248,2,10317.488,38.076,541861
MYS,Asia,Malaysia,2021-03-26,339443,1275,1249,1,10356.388,38.107,558529
MYS,Asia,Malaysia,2021-03-27,340642,1199,1251,2,10392.97,38.168,574489
MYS,Asia,Malaysia,2021-03-28,341944,1302,1255,4,10432.694,38.29,590935
MYS,Asia,Malaysia,2021-03-29,342885,941,1260,5,10461.403,38.443,625725
MYS,Asia,Malaysia,2021-03-30,344018,1133,1265,5,10495.971,38.595,666424
MYS,Asia,Malaysia,2021-03-31,345500,1482,1272,7,10541.187,38.809,703658
MYS,Asia,Malaysia,2021-04-01,346678,1178,1278,6,10577.128,38.992,745932
MYS,Asia,Malaysia,2021-04-02,347972,1294,1283,5,10616.608,39.144,776377
MYS,Asia,Malaysia,2021-04-03,349610,1638,1286,3,10666.583,39.236,793589
MYS,Asia,Malaysia,2021-04-04,350959,1349,1288,2,10707.741,39.297,808412
MYS,Asia,Malaysia,2021-04-05,352029,1070,1295,7,10740.386,39.51,836972
MYS,Asia,Malaysia,2021-04-06,353329,1300,1300,5,10780.049,39.663,869615
MYS,Asia,Malaysia,2021-04-07,354468,1139,1304,4,10814.8,39.785,900468
MYS,Asia,Malaysia,2021-04-08,355753,1285,1308,4,10854.005,39.907,927245
MYS,Asia,Malaysia,2021-04-09,357607,1854,1313,5,10910.571,40.06,948745
MYS,Asia,Malaysia,2021-04-10,359117,1510,1321,8,10956.641,40.304,964284
MYS,Asia,Malaysia,2021-04-11,360856,1739,1329,8,11009.698,40.548,987428
MYS,Asia,Malaysia,2021-04-12,362173,1317,1333,4,11049.879,40.67,1026635
MYS,Asia,Malaysia,2021-04-13,363940,1767,1345,12,11103.79,41.036,1050388
MYS,Asia,Malaysia,2021-04-14,365829,1889,1353,8,11161.424,41.28,1078998
MYS,Asia,Malaysia,2021-04-15,367977,2148,1363,10,11226.959,41.585,1106232
MYS,Asia,Malaysia,2021-04-16,370528,2551,1365,2,11304.79,41.646,1125761
MYS,Asia,Malaysia,2021-04-17,372859,2331,1370,5,11375.909,41.799,1135388
MYS,Asia,Malaysia,2021-04-18,375054,2195,1378,8,11442.878,42.043,1145223
MYS,Asia,Malaysia,2021-04-19,377132,2078,1386,8,11506.278,42.287,1178156
MYS,Asia,Malaysia,2021-04-20,379473,2341,1389,3,11577.701,42.378,1211326
MYS,Asia,Malaysia,2021-04-21,381813,2340,1400,11,11649.095,42.714,1238838
MYS,Asia,Malaysia,2021-04-22,384688,2875,1407,7,11736.811,42.927,1268234
MYS,Asia,Malaysia,2021-04-23,387535,2847,1415,8,11823.673,43.172,1287091
MYS,Asia,Malaysia,2021-04-24,390252,2717,1426,11,11906.568,43.507,1298511
MYS,Asia,Malaysia,2021-04-25,392942,2690,1436,10,11988.64,43.812,1313278
MYS,Asia,Malaysia,2021-04-26,395718,2776,1449,13,12073.336,44.209,1343479
MYS,Asia,Malaysia,2021-04-27,398451,2733,1462,13,12156.719,44.606,1378080
MYS,Asia,Malaysia,2021-04-28,401593,3142,1477,15,12252.581,45.063,1417648
MYS,Asia,Malaysia,2021-04-29,404925,3332,1492,15,12354.241,45.521,1430123
MYS,Asia,Malaysia,2021-04-30,408713,3788,1506,14,12469.812,45.948,1456671
MYS,Asia,Malaysia,2021-05-01,411594,2881,1521,15,12557.711,46.406,1461999
MYS,Asia,Malaysia,2021-05-02,415012,3418,1533,12,12661.994,46.772,1477693
MYS,Asia,Malaysia,2021-05-03,417512,2500,1551,18,12738.269,47.321,1528779
MYS,Asia,Malaysia,2021-05-04,420632,3120,1574,23,12833.46,48.023,1578483
MYS,Asia,Malaysia,2021-05-05,424376,3744,1591,17,12947.69,48.541,1633348
MYS,Asia,Malaysia,2021-05-06,427927,3551,1610,19,13056.03,49.121,1689036
MYS,Asia,Malaysia,2021-05-07,432425,4498,1632,22,13193.264,49.792,1736680
MYS,Asia,Malaysia,2021-05-08,436944,4519,1657,25,13331.139,50.555,1763663
MYS,Asia,Malaysia,2021-05-09,440677,3733,1683,26,13445.032,51.348,1796039
MYS,Asia,Malaysia,2021-05-10,444484,3807,1700,17,13561.184,51.867,1857416
MYS,Asia,Malaysia,2021-05-11,448457,3973,1722,22,13682.4,52.538,1906261
MYS,Asia,Malaysia,2021-05-12,453222,4765,1761,39,13827.78,53.728,1924367
MYS,Asia,Malaysia,2021-05-13,458077,4855,1788,27,13975.905,54.552,1924485
MYS,Asia,Malaysia,2021-05-14,462190,4113,1822,34,14101.393,55.589,1924553
MYS,Asia,Malaysia,2021-05-15,466330,4140,1866,44,14227.704,56.932,1935445
MYS,Asia,Malaysia,2021-05-16,470110,3780,1902,36,14343.032,58.03,1945752
MYS,Asia,Malaysia,2021-05-17,474556,4446,1947,45,14478.679,59.403,2006265
MYS,Asia,Malaysia,2021-05-18,479421,4865,1994,47,14627.11,60.837,2084140
MYS,Asia,Malaysia,2021-05-19,485496,6075,2040,46,14812.458,62.24,2168173
MYS,Asia,Malaysia,2021-05-20,492302,6806,2099,59,15020.108,64.04,2249115
MYS,Asia,Malaysia,2021-05-21,498795,6493,2149,50,15218.209,65.566,2310020
MYS,Asia,Malaysia,2021-05-22,505115,6320,2199,50,15411.032,67.091,2356341
MYS,Asia,Malaysia,2021-05-23,512091,6976,2248,49,15623.87,68.586,2402618
MYS,Asia,Malaysia,2021-05-24,518600,6509,2309,61,15822.459,70.447,2498144
MYS,Asia,Malaysia,2021-05-25,525889,7289,2369,60,16044.846,72.278,2598342
MYS,Asia,Malaysia,2021-05-26,533367,7478,2432,63,16272.999,74.2,2620536
MYS,Asia,Malaysia,2021-05-27,541224,7857,2491,59,16512.716,76,2728653
MYS,Asia,Malaysia,2021-05-28,549514,8290,2552,61,16765.643,77.861,2802838
MYS,Asia,Malaysia,2021-05-29,558534,9020,2650,98,17040.843,80.851,2868760
MYS,Asia,Malaysia,2021-05-30,565533,6999,2729,79,17254.382,83.262,2931379
MYS,Asia,Malaysia,2021-05-31,572357,6824,2796,67,17462.582,85.306,3027466
MYS,Asia,Malaysia,2021-06-01,579462,7105,2867,71,17679.355,87.472,3127080
MYS,Asia,Malaysia,2021-06-02,587165,7703,2993,126,17914.374,91.316,3233685
MYS,Asia,Malaysia,2021-06-03,595374,8209,3096,103,18164.83,94.459,3352532
MYS,Asia,Malaysia,2021-06-04,603122,7748,3182,86,18401.221,97.083,3443595
MYS,Asia,Malaysia,2021-06-05,610574,7452,3291,109,18628.581,100.408,3516852
MYS,Asia,Malaysia,2021-06-06,616815,6241,3378,87,18818.993,103.063,3599186
